cal_year,engine_cc,vehicle_value,age,ncd_level,gross_amount
2023,600,12583,29,1,5822.124438
2023,600,12583,29,1,16791.24611
2023,600,12583,29,1,8402.85669
2023,600,12583,29,1,5203.521146
2023,600,12583,29,1,30552.78139
2019,1034,31526,58,5,50045.89407
2022,1034,31526,61,5,8628.50533
2022,600,14154,39,1,9521.055848
2022,600,14154,39,1,5382.361399
2022,796,18543,24,5,23964.30816
2022,681,14163,51,1,5815.745417
2021,1860,54683,30,2,9664.819576
2022,1860,54683,31,0,6360.841499
2024,1860,54683,33,1,10044.0007
2022,600,12394,55,1,31014.67509
2024,600,10089,35,3,6906.360526
2023,600,14174,30,2,34047.27213
2024,600,14174,31,0,56086.67243
2023,600,18233,48,3,4442.934972
2022,600,9323,34,1,6339.56256
2024,600,9323,36,1,4376.94741
2018,627,15007,42,2,32054.69462
2019,627,15007,43,0,8394.890645
2020,627,15007,44,0,8305.962417
2020,627,15007,44,0,19546.27643
2023,627,15007,47,2,20435.46908
2017,600,19745,56,3,9929.813969
2022,600,17267,50,1,52000.46959
2018,785,25598,44,0,20459.51655
2023,600,9862,47,5,9474.792843
2022,600,8416,37,2,3964.679242
2022,1758,44738,41,1,16187.66696
2022,600,13725,40,5,10330.74347
2022,600,13725,40,5,8645.632772
2021,600,13890,30,1,7672.573354
2021,627,17394,36,3,1696.194381
2021,1108,29676,25,0,4071.197383
2019,1299,35555,44,3,7961.049269
2019,1299,35555,44,3,11395.76116
2022,1607,42071,60,3,44524.61
2021,1309,33491,38,2,18616.20377
2022,1309,33491,39,0,4208.638218
2022,1309,33491,39,0,29325.91574
2023,701,19720,24,1,27770.81429
2023,600,11600,40,5,21794.24839
2016,2274,53063,55,1,16812.89716
2020,604,9854,52,4,21324.57278
2024,604,9854,56,5,14821.63182
2021,1882,50689,63,1,17814.75676
2021,600,11887,27,2,27057.15249
2021,600,11949,35,1,13368.11838
2021,600,11949,35,1,26324.47517
2022,988,28272,33,0,3769.841703
2023,600,12919,42,5,13422.33289
2023,600,12919,42,5,8048.038968
2023,600,12753,62,1,9680.28472
2024,600,11898,51,0,20513.50234
2023,600,11403,28,1,11327.88571
2022,600,14200,43,1,8214.406623
2022,600,14200,43,1,3432.531216
2024,1527,29350,27,2,7663.217615
2018,600,11278,60,3,4404.346425
2021,600,15293,46,1,4630.506844
2022,600,11696,35,2,32920.83014
2022,600,11696,35,2,13568.80184
2023,600,11696,36,0,16493.57754
2020,712,19677,36,3,26528.32612
2022,1363,35393,32,2,26149.09607
2022,1147,26013,43,1,3146.043207
2021,600,18824,67,5,7017.019281
2022,600,6661,28,2,8926.606312
2024,600,11333,52,2,9985.370023
2024,600,10632,61,1,8203.795467
2024,600,8783,42,2,37806.6955
2018,600,13133,26,3,11115.04486
2018,600,13133,26,3,2384.620069
2024,600,8805,31,2,562.6595274
2024,600,14790,30,5,2761.083286
2017,990,22686,35,1,1912.221512
2017,990,22686,35,1,11578.59345
2024,600,10659,32,5,7784.844972
2018,600,15383,44,3,4085.627705
2022,707,22048,37,2,9866.140397
2018,600,13997,69,4,9891.671424
2024,607,14502,26,2,9642.8694
2024,607,14502,26,2,13088.91129
2024,600,9805,66,5,9511.138681
2019,600,11596,35,1,1061.991324
2019,600,11596,35,1,5922.361106
2020,600,15675,30,4,3095.782659
2021,600,15675,31,2,3180.095388
2024,600,14832,67,3,2161.145524
2023,606,19161,36,4,6166.352542
2023,606,19161,36,4,2220.756076
2024,618,13977,61,3,22099.34617
2024,618,13977,61,3,36246.82844
2024,600,15488,30,4,21323.17083
2024,777,22921,50,4,6942.177919
2021,600,11340,53,5,10861.60072
2018,600,10991,21,1,9979.594249
2020,600,10991,23,1,2836.456654
2021,600,10991,24,0,4715.742127
2021,600,10991,24,0,2328.834257
2024,788,17616,52,2,11205.65889
2022,3027,69690,59,2,9973.098895
2022,3027,69690,59,2,19143.61105
2023,1638,38067,53,3,11822.89253
2024,1638,38067,54,1,25143.93342
2022,600,14826,41,5,18919.30365
2024,600,9443,53,1,26874.68203
2024,600,9443,53,1,6767.278441
2023,1227,31653,45,4,19751.41706
2023,1920,50056,61,1,17598.24254
2024,600,18571,49,0,2732.891842
2019,600,6917,46,1,5015.374366
2023,600,14534,47,2,13334.24849
2020,1387,32421,29,4,11223.66533
2020,600,11828,43,0,7268.563232
2024,1645,46343,71,1,4683.129443
2024,1645,46343,71,1,467.1086187
2024,1645,46343,71,0,21531.27584
2016,600,10899,35,1,7897.239868
2019,600,10899,38,2,5392.723906
2019,600,17340,49,2,12914.35969
2019,600,11178,38,0,4601.540094
2020,791,19462,32,4,8536.22195
2023,791,19462,35,4,2208.378494
2018,600,19447,25,1,25431.58366
2024,1660,34781,46,5,7062.767813
2023,600,11061,40,5,6920.09591
2019,666,19796,45,5,2903.215363
2022,666,19796,48,5,11853.66995
2022,666,19796,48,5,6900.126084
2017,3823,82807,35,1,7100.921463
2018,3823,82807,36,0,114072.5402
2016,1160,34975,37,1,4266.802212
2020,1868,43565,21,0,22562.70113
2021,1868,43565,22,0,36733.70582
2021,1868,43565,22,0,17092.77314
2021,1868,43565,22,0,11284.31095
2022,1868,43565,23,0,3013.553199
2022,1868,43565,23,0,13534.78314
2024,1528,37443,71,4,19591.53335
2021,2320,56995,48,3,2233.736797
2022,2320,56995,49,1,5842.751975
2023,611,15023,51,4,21804.81807
2022,600,13094,26,1,9601.142334
2023,600,13094,27,0,11599.30048
2017,740,22727,25,2,7184.548086
2019,740,22727,27,1,9888.171799
2019,740,22727,27,1,3306.169149
2019,740,22727,27,1,19706.10546
2020,1062,30419,66,4,30130.74053
2020,1062,30419,66,4,11418.97707
2021,1062,30419,67,2,18115.27745
2021,1062,30419,67,2,26840.99639
2021,1062,30419,67,2,2801.720251
2021,600,10813,26,0,14787.1633
2018,1159,28959,41,1,4540.876772
2021,853,18221,47,4,9514.039451
2020,3603,86318,55,3,13885.58323
2023,751,23449,52,1,11729.42194
2022,704,18791,43,2,29036.18656
2020,897,27549,67,3,30731.41067
2020,897,27549,67,3,7948.086979
2018,1114,26942,41,1,1772.617869
2019,1114,26942,42,0,7545.640843
2023,856,25387,58,5,9397.609352
2024,856,25387,59,3,480.7088808
2024,600,12906,45,3,4853.354167
2019,1085,25737,29,2,8507.06931
2020,1085,25737,30,0,26963.45212
2018,724,21152,41,3,21098.56563
2020,724,21152,43,2,3605.361275
2021,600,9107,35,3,5405.059872
2018,822,17375,43,3,39795.02258
2020,600,10429,46,2,21135.11704
2021,600,10429,47,0,28059.80061
2018,1414,35970,32,2,5718.400033
2019,1414,35970,33,0,9798.94035
2020,1414,35970,34,0,4009.545171
2019,600,13621,39,1,1250.079579
2019,600,16611,45,0,4878.583767
2024,600,16611,50,4,11176.75053
2023,600,12609,47,1,24038.03332
2024,1499,32822,60,1,2135.788054
2020,628,14605,40,3,12240.9852
2021,686,19419,68,4,10910.39086
2020,600,12857,42,3,10475.01788
2017,1465,35227,56,2,1158.879382
2021,636,10425,47,1,4117.821814
2016,892,16661,21,1,4519.782174
2016,892,16661,21,1,18026.59464
2019,892,16661,24,2,13083.01284
2017,600,10221,33,0,3352.605616
2024,4377,103094,61,2,13559.81204
2021,600,9708,50,4,8092.370162
2024,600,9708,53,4,5339.176071
2022,600,14914,26,3,12216.54793
2024,600,10408,39,3,5843.422966
2020,723,16723,61,3,9715.783007
2019,5754,65000,32,1,5354.095832
2020,5754,65000,33,0,11961.72563
2021,5754,65000,34,0,811.0859919
2022,1376,35880,40,3,49848.61174
2024,2366,55286,79,3,9138.162074
2024,2366,55286,79,3,8141.099005
2017,1271,35565,51,2,2947.868693
2017,1271,35565,51,2,1377.265233
2022,831,18221,50,0,7468.987492
2023,831,18221,51,0,13394.85424
2024,600,15516,44,5,3322.537085
2024,600,11803,48,2,4139.234572
2022,988,18283,33,2,9445.286825
2024,600,8880,61,5,44.12922477
2024,600,13176,50,5,9442.955024
2021,744,18604,32,2,5703.704657
2017,600,11441,45,1,8154.3336
2018,600,11441,46,0,20280.49537
2023,600,10457,50,2,1528.961616
2016,809,22105,31,0,6187.757946
2019,809,22105,34,2,3692.900581
2018,600,12167,58,3,58561.05042
2020,600,13374,23,3,8940.749085
2020,600,13374,23,3,12333.63338
2017,600,17776,18,0,13906.82722
2018,600,17776,19,0,1886.289251
2018,600,17776,19,0,1439.099985
2020,600,17776,21,1,5216.001147
2020,600,17776,21,1,9966.474861
2020,600,17776,21,1,12307.05693
2024,600,17776,25,3,8099.80571
2024,671,17689,44,3,3992.364173
2017,600,10964,22,1,4067.336789
2017,600,10964,22,1,11292.62083
2018,600,10964,23,0,10826.65337
2022,1171,30265,36,0,14354.11849
2024,1171,30265,38,1,5809.840433
2022,624,23601,42,2,6940.386193
2018,600,7462,59,1,22669.53145
2024,600,19995,38,1,5032.716582
2024,878,25349,46,5,15359.94144
2024,878,25349,46,5,12249.0899
2018,960,31702,42,1,5502.084106
2024,1026,27809,37,5,38453.58981
2024,1026,27809,37,5,7602.4343
2018,720,17854,19,2,14701.56329
2022,720,17854,23,3,7802.415057
2024,662,16267,43,1,12527.13725
2021,601,14923,38,2,17262.35988
2017,854,22309,34,0,10459.01147
2017,854,22309,34,0,9991.798266
2020,600,12215,21,1,4058.098731
2021,600,12215,22,0,4656.335573
2017,1718,44625,46,1,11240.58695
2022,790,20354,50,2,11606.00605
2016,600,9083,56,1,30313.37825
2023,913,23494,40,2,4638.322636
2021,3223,65000,32,0,6087.56396
2022,3223,65000,33,0,7542.179936
2022,3223,65000,33,0,9987.294344
2020,600,13373,31,1,6175.164797
2024,600,16151,46,3,2607.012847
2021,600,13780,22,0,7163.496373
2021,600,13780,22,0,10653.68472
2023,600,13780,24,1,3216.118671
2023,600,13780,24,1,24003.46615
2024,600,13780,25,0,5763.576294
2023,1295,36529,63,1,25913.93587
2024,1295,36529,64,0,14688.22452
2024,600,14400,51,1,3396.086006
2021,600,11959,39,1,40317.23456
2021,600,11959,39,1,19528.20071
2021,600,11959,39,1,2839.311584
2021,600,11959,39,1,4107.406992
2023,600,11713,24,5,3469.675635
2023,600,11713,24,5,644.5497457
2022,600,11407,48,0,1304.89127
2019,1427,44121,33,3,17008.75312
2020,1427,44121,34,1,16637.12076
2023,807,19620,43,3,20164.91073
2024,600,13805,34,5,21303.94814
2020,891,28166,26,2,904.5971553
2020,891,28166,26,2,15920.32364
2021,600,12863,41,2,5902.175309
2024,600,12863,44,4,10333.10307
2022,942,26285,26,2,4719.098884
2019,600,10054,28,2,12867.18481
2020,600,10054,29,0,5600.817054
2018,721,13432,20,0,8100.118014
2020,721,13432,22,1,13009.35622
2020,721,13432,22,1,13680.57156
2021,721,13432,23,0,17983.91699
2016,1700,42143,50,1,29148.2276
2017,1700,42143,51,0,8200.619518
2023,676,23782,51,4,24766.78408
2022,600,16044,25,1,2051.439193
2023,600,16044,26,0,3583.188983
2024,600,16044,27,0,21972.3605
2018,1454,32557,63,1,10722.6674
2019,1454,32557,64,0,17548.32541
2020,1454,32557,65,0,718.5921743
2020,1547,38356,26,2,5528.004374
2024,657,19240,42,3,15929.90984
2020,600,14186,30,3,7004.16262
2021,600,14186,31,1,13625.03053
2023,600,14186,33,1,28616.10912
2023,600,14186,33,1,20827.5045
2022,600,13003,47,3,7217.853287
2022,1005,22751,78,2,15927.6841
2016,600,17735,38,2,1944.027914
2020,600,17735,42,1,4168.267241
2021,600,17735,43,0,8854.359561
2019,600,11655,30,2,21790.04778
2019,600,11655,30,2,11585.03051
2020,600,11655,31,0,12387.06693
2020,600,11655,31,0,3710.573886
2021,600,13011,46,4,4830.524781
2018,600,17813,22,2,1444.260422
2023,600,17813,27,4,4014.542403
2023,655,12774,29,2,18801.219
2024,655,12774,30,0,4771.161602
2016,1290,33426,35,1,2664.325351
2018,1290,33426,37,1,2761.678152
2021,659,19026,32,2,1563.376449
2021,659,19026,32,2,32247.83366
2021,659,19026,32,2,7969.694141
2022,659,19026,33,0,13389.55189
2023,659,19026,34,0,5917.982205
2021,696,18954,41,2,20031.70001
2021,696,18954,41,2,27261.80551
2021,696,18954,41,2,10059.8278
2022,696,18954,42,0,6555.353048
2022,600,19127,25,3,8435.73796
2021,600,15287,40,1,7464.792512
2018,600,12540,53,2,3683.913328
2024,836,20748,58,3,12554.3131
2021,983,25273,59,3,17465.24157
2023,983,25273,61,2,12169.84775
2020,600,12247,49,0,8604.236401
2020,600,12247,49,0,8236.416424
2020,600,12247,49,0,2907.112677
2022,600,18562,48,4,18009.61852
2024,1007,22621,69,1,28111.67861
2018,854,17175,35,3,5141.500269
2020,854,17175,37,2,20050.6073
2017,758,24066,31,2,56236.39727
2019,956,23572,54,4,10911.76296
2019,812,22569,48,4,5550.967924
2020,1803,46346,48,1,5516.176764
2021,1692,47441,39,3,11235.81761
2023,1692,47441,41,2,5305.145673
2023,1692,47441,41,2,6776.10727
2018,974,31029,37,1,10929.40678
2019,974,31029,38,0,3477.155027
2021,2484,59473,55,5,20859.05443
2022,2484,59473,56,3,36150.46434
2021,1022,31738,40,3,2275.966339
2023,600,15684,26,0,43051.20048
2024,1683,46393,43,2,12761.74906
2023,724,17016,48,5,1439.350655
2016,761,16046,45,1,3104.202173
2023,600,11590,57,3,15854.32806
2021,600,13573,38,1,9997.670757
2021,2114,42948,60,3,4305.950861
2023,2114,42948,62,2,775.954038
2021,600,12815,35,4,6259.928888
2023,600,12815,37,3,18980.51789
2023,600,12815,37,3,29623.12794
2023,600,12815,37,3,918.0598642
2024,600,12815,38,1,12937.31637
2022,999,24270,36,5,7577.952925
2023,999,24270,37,3,23136.49973
2022,781,18919,36,4,4340.254709
2023,781,18919,37,2,6143.434408
2018,600,8268,26,2,2481.259005
2021,600,8268,29,2,9923.248324
2022,600,8268,30,0,10707.56366
2022,1288,28176,34,3,6013.099649
2022,1005,25176,43,5,14846.66943
2022,1005,25176,43,5,2793.101974
2023,786,23110,39,0,18222.13928
2018,600,12389,37,1,17160.65849
2021,600,12389,40,1,40460.21594
2022,600,12389,41,0,15642.21187
2020,1290,29277,40,4,12241.38354
2022,1290,29277,42,3,4523.815125
2019,642,15198,21,2,8677.203397
2019,642,15198,21,2,9885.887205
2020,642,15198,22,0,10988.84527
2023,642,15198,25,1,9794.544665
2023,642,15198,25,1,1303.962841
2022,1513,43967,50,1,22573.35888
2022,1513,43967,50,1,6414.659413
2020,3141,79552,45,0,10804.60331
2023,600,12352,56,2,18889.87204
2024,600,12352,57,0,7090.587045
2024,600,12352,57,0,17357.88922
2018,979,22235,50,2,6913.088237
2023,1019,27895,32,1,2377.406401
2022,662,15712,36,3,15823.3531
2023,600,17517,37,5,11101.3809
2024,600,17517,38,3,16913.37651
2016,1235,29612,53,2,11604.25303
2016,600,10279,19,0,1544.951326
2017,600,10279,20,0,6202.436413
2018,1028,34630,21,2,14883.55305
2018,1028,34630,21,2,24389.40607
2018,1028,34630,21,2,15552.699
2018,1028,34630,21,2,2849.827435
2018,1028,34630,21,2,12575.13012
2019,1028,34630,22,0,20599.06554
2019,1028,34630,22,0,10341.1404
2020,1028,34630,23,0,14603.04612
2020,2181,55209,40,4,6610.742112
2021,2181,55209,41,2,717.6367522
2022,2181,55209,42,0,19058.16468
2023,2181,55209,43,0,20364.71786
2024,1041,27318,29,1,93816.31494
2024,1041,27318,29,1,5058.252769
2024,1041,27318,29,1,18006.3004
2024,1041,27318,29,1,8746.700907
2024,1041,27318,29,1,45042.22795
2019,866,23242,22,1,10512.53464
2018,806,13262,25,4,6085.917796
2019,600,17523,23,2,6839.799293
2021,600,17523,25,1,1341.938641
2018,748,19202,49,3,21888.64699
2018,662,10260,57,1,13916.73789
2022,2215,52797,54,5,5543.561504
2023,2215,52797,55,3,5316.920887
2020,1337,45164,32,2,18973.3122
2019,600,12755,56,3,4351.052864
2019,600,12755,56,3,4280.544069
2022,600,12755,59,3,20485.18535
2023,600,12755,60,1,28096.42727
2023,600,12755,60,1,26100.54541
2020,600,17465,36,4,16200.97735
2024,600,16995,48,3,10305.08256
2019,600,17400,36,1,6952.234451
2018,600,11220,33,0,1559.324762
2019,600,11220,34,0,6726.557528
2024,600,8531,39,5,14735.94316
2024,600,8531,39,3,4294.014809
2024,2619,57002,41,5,35615.27088
2019,600,14190,42,0,4393.941867
2020,600,11192,37,4,8863.103291
2017,600,12718,19,1,3356.555918
2018,600,12718,20,0,11534.07315
2021,600,12718,23,2,6241.317886
2021,600,12718,23,2,18401.52728
2021,600,12718,23,2,6043.932891
2021,600,12718,23,2,3739.3855
2022,703,24110,55,5,21189.17555
2019,605,14909,24,0,2106.851597
2023,600,9983,35,1,33692.48984
2024,600,9983,36,0,15453.18595
2016,600,14581,46,1,7023.408895
2022,600,14581,52,5,8913.339467
2020,601,15543,43,0,389.3565404
2018,600,15635,20,3,3053.359348
2019,600,15635,21,1,5760.238382
2021,600,14596,49,3,4782.505362
2022,600,14596,50,1,1576.823288
2024,600,16585,28,1,14848.4818
2019,600,12914,26,1,5005.926091
2017,600,12188,51,0,4200.202729
2021,600,10360,47,2,42292.74066
2018,1348,34490,48,2,14711.30954
2019,1348,34490,49,0,11178.45903
2024,1348,34490,54,4,3786.806633
2018,600,16717,28,3,6445.616258
2021,600,16717,31,3,5263.176569
2024,600,10995,47,4,11721.17266
2024,600,19901,40,5,17735.63541
2022,600,10392,31,0,3081.863479
2018,600,10275,46,2,14734.75475
2023,600,11790,38,4,5643.247114
2022,2111,48745,42,0,8603.858713
2019,740,14188,39,2,18309.21038
2022,740,14188,42,1,12381.43419
2022,740,14188,42,1,931.0002434
2019,600,10836,29,4,7665.780046
2024,1311,31279,34,4,9751.062258
2024,1311,31279,34,4,4587.418082
2023,600,11419,38,2,744.6777112
2019,786,16437,28,1,7530.991118
2019,786,16437,28,1,16454.27032
2019,786,16437,28,1,11114.48073
2019,786,16437,28,1,5269.894782
2021,786,16437,30,1,33536.95837
2024,786,16437,33,2,5706.737395
2024,786,16437,33,2,6800.396353
2024,786,16437,33,2,7674.244854
2017,4650,90000,25,1,11244.51107
2019,4650,90000,27,1,17502.66434
2022,600,13854,43,5,636.6671076
2024,600,11957,59,4,26014.8809
2019,600,9867,51,4,2200.137436
2021,609,16373,26,3,10398.66285
2022,609,16373,27,1,16985.01724
2020,600,12473,38,3,2532.227387
2020,600,12473,38,3,2799.054472
2021,662,10302,64,5,18934.30619
2022,662,10302,65,3,7626.164538
2018,600,14460,34,3,3172.58552
2020,853,19016,31,2,6390.183004
2017,600,11362,27,2,8752.867032
2019,600,11362,29,1,19142.70403
2023,600,16604,52,2,11952.26617
2022,920,25191,58,4,3682.5386
2023,920,25191,59,2,11337.28519
2022,1205,29391,29,2,2751.813707
2023,1205,29391,30,0,1633.033484
2023,1205,29391,30,0,16500.02945
2021,1516,31996,29,2,1472.601532
2022,637,16624,39,5,1508.132913
2023,637,16624,40,3,21058.61531
2019,600,10698,24,2,39302.84346
2022,1484,40225,71,1,5611.22897
2023,3655,87603,48,5,63229.80917
2018,600,14136,19,1,1633.375405
2019,600,14136,20,0,14142.27551
2019,600,14136,20,0,1935.223678
2019,600,14136,20,0,5474.974047
2020,600,14136,21,0,7931.365193
2020,600,14136,21,0,13169.38717
2020,600,14136,21,0,9750.390046
2019,600,9807,33,2,13654.91174
2024,663,11339,41,5,10541.23851
2023,608,10392,39,0,1355.589561
2023,2183,45751,49,2,9113.679638
2024,2183,45751,50,0,11172.01555
2019,600,22137,43,1,9133.285254
2024,600,16043,41,3,6819.298519
2022,740,17581,60,2,5670.865442
2023,740,17581,61,0,33214.45937
2020,600,11700,42,3,2155.621518
2020,600,11700,42,3,3791.65157
2023,924,22929,54,5,1877.017224
2020,600,21318,48,4,6789.174658
2023,600,21318,51,4,48636.77858
2019,934,30816,36,1,6095.739867
2019,934,30816,36,1,31403.21848
2020,934,30816,37,0,2452.427698
2020,814,25525,22,4,3101.616397
2020,814,25525,22,4,4514.030357
2021,814,25525,23,2,26784.10848
2021,814,25525,23,2,31861.10683
2023,814,25525,25,1,42658.83812
2019,600,11053,75,3,5585.400672
2019,881,22300,65,1,2754.208025
2019,3940,88071,50,1,12473.73043
2019,3940,88071,50,1,18021.62637
2021,600,12255,24,1,5793.219382
2021,600,12255,24,1,1164.308328
2021,600,12255,24,1,134.3762351
2024,600,12255,27,1,5995.391052
2022,671,25730,40,4,6732.600448
2024,671,25730,42,3,2750.783585
2019,849,25103,40,1,13855.84979
2022,849,25103,43,2,17691.80499
2021,600,9349,41,3,2857.15176
2021,600,9349,41,3,5384.499801
2021,600,9349,41,3,39354.95288
2020,2341,61848,67,5,18490.32201
2024,2341,61848,71,5,16942.8516
2022,1065,28084,24,0,20736.58786
2024,758,21801,52,5,9657.409859
2024,758,21801,52,5,1406.752334
2018,1904,39948,63,3,2735.895135
2019,1904,39948,64,1,13234.94904
2023,1451,32050,49,3,886.7498826
2023,1451,32050,49,3,16513.84196
2024,1451,32050,50,1,7000.839188
2024,1451,32050,50,0,3733.791653
2024,1451,32050,50,0,7097.205577
2019,1113,24251,33,3,22449.77312
2020,622,16222,39,2,4702.0188
2021,622,16222,40,0,13640.21679
2021,600,11845,61,2,1489.068928
2019,860,22819,49,3,7391.328027
2021,860,22819,51,2,11531.25961
2021,860,22819,51,2,24265.9697
2024,600,11745,29,2,8128.118256
2024,600,11745,29,2,5990.302174
2020,776,22915,50,1,1859.53215
2022,776,22915,52,1,9849.911491
2019,600,10196,55,1,7102.292328
2024,600,16207,53,1,18465.24247
2018,852,18381,53,3,3316.444457
2019,600,11138,25,3,2759.845071
2019,600,11138,25,3,2178.802666
2021,2285,54329,51,4,20964.94297
2023,731,19154,40,3,12912.90947
2021,664,21786,68,5,4844.842026
